"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Low stock amount","Backorders allowed?","Sold individually?","Weight (g)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position","Minimum Quantity","Maximum Quantity","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default"
"374","variation","ANSHU_089_XL","Gray Ikat Shirt","1","","visible","","","","","taxable","parent","1","996","","","","150","","","","","","799","1599","","","","","","","ANSHU_089_S","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"375","variation","ANSHU_089_XXL","Gray Ikat Shirt","1","","visible","","","","","taxable","parent","1","999","","","","150","","","","","","799","1599","","","","","","","ANSHU_089_S","","","","","","","","","Size","2XL","","0","","","","","","","","","","",""
"1fa069b0-fa83-11eb-ba9b-9313e623ba9a","variable","ANSHU_090_S","Rouge Ikat Casual Shirt","1","","visible","","<p><span style=""color: #444444;"">This shirt is not eligible for returns and exchanges.</span></p>
<p><span style=""color: #444444;"">You can never go wrong with a classic Ikat shirt. Pair it with denims for a casual work day or with a pair of cool shorts for meeting friends.</span></p>
<p><span style=""color: #444444;"">Fabric: Mercerised Cotton</span><br><span style=""color: #444444;"">Color: Rouge Pink</span><br><span style=""color: #444444;"">Fit: Casual / Regular</span><br><span style=""color: #444444;"">Sleeve: Full Sleeve</span><br><span style=""color: #444444;"">Collar: Regular</span><br><span style=""color: #444444;"">Pattern: Ikat</span><br><span style=""color: #444444;"">Buttons: Wooden</span>Â </p>
<p><strong>Know your Ikat</strong><br> <span style=""font-weight: 400;"">Ikat fabrics are popular for their rich colors and distinct beautiful designs.</span><br>Making an Ikat fabric is a labor intensive process as it involves hand weaving through narrow looms. This style of weaving uses a resist dyeing process that is similar to tie-n-dye.The difference is that in tie-n-dye the dying process is applied on the fabric, whereas in ikat, the dyeing process in done on the yarn itself. It uses the warp or the weft technique to weave a pattern or design. The craftsmen first ties bundles of tie-n-dye warp threads to the loom in a pattern that matches the planned fabric design. Then, he weaves the weft thread through, and the fabric design emerges. When both warp and weft are tie-dyed then it is called double Ikat and it requires great mastery and skill. The yarn bleed or the blurriness of the design is the identifying factor in an original Ikat.</p>
<p>Fabric Care: Handwash separately.Â </p>
<meta charset=""utf-8"">
<p><span>For Size Guide clickÂ </span><span></span><a href=""https://Pinstitch.in/pages/size-chart"" target=""_blank"">here</a><span>.</span><span>Â </span>Â </p>","","","taxable","","1","","","","","150","","","","1","","","","","Most Popular","","http://shopify.test/storage/1/images/1fa069b0-fa83-11eb-ba9b-9313e623ba9a/16286727147600.png","","","ANSHU_090_S","","","","","","","","","Size","S, M, L, XL, 2XL","1","0","S","","","","","","","","","",""
"376","variation","ANSHU_090_S","Rouge Ikat Casual Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_090_S","","","","","","","","","Size","S","","0","","","","","","","","","","",""
"377","variation","ANSHU_090_M","Rouge Ikat Casual Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_090_S","","","","","","","","","Size","M","","0","","","","","","","","","","",""
"378","variation","ANSHU_090_L","Rouge Ikat Casual Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_090_S","","","","","","","","","Size","L","","0","","","","","","","","","","",""
"379","variation","ANSHU_090_XL","Rouge Ikat Casual Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_090_S","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"380","variation","ANSHU_090_XXL","Rouge Ikat Casual Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_090_S","","","","","","","","","Size","2XL","","0","","","","","","","","","","",""
"1fb39970-fa83-11eb-bff9-176a80188638","variable","ANSHU_091_S","Geometric Indigo Handblock Shirt","1","","visible","","<meta charset=""utf-8"">
<p><span style=""color: #444444;"">Every Pinstitch shirt wins you good karma - firstly for keeping alive a traditional Indian art and secondly for making the world a more fashionable place! And this shirt is no exception.Â </span></p>
<p><span style=""color: #444444;"">Fabric: Cotton</span><br><span style=""color: #444444;"">Color: Blue</span><br><span style=""color: #444444;"">Fit: Casual / Regular</span><br><span style=""color: #444444;"">Collar: Regular</span><br><span style=""color: #444444;"">Pattern:Â Piparcity Indigo Handblock</span><br><span style=""color: #444444;"">Buttons: WoodenÂ </span></p>
<p><strong>Know your Handblock</strong></p>
<p><span style=""font-weight: 400;"">Hand block printing is a 500 year old Indian art form that involves printing using a hand carved teak wood block that is dipped in dye and stamped by hand onto cotton or silk fabric. The block design is usually based on plants and nature, however newer quirky motif designs have also been used. The fabric to be block printed is first, laid flat on a table and fixed firmly to the table with pins. Four to five basic natural colors are used that are then mixed together to form a multitude of colors. The block is then dipped in the dye and stamped firmly by hand onto the fabric by master craftsmen. Finally, the fabric is rinsed and then dried. Since the block printing is done by hand, small variations in the print can be noticed which only adds to the charm of these handmade fabrics.</span></p>
<p>It is important to note that since handblock prints are made from natural dyes, the color may bleed. Please wash separately.Â Â </p>","","","taxable","","1","","","","","150","","","","1","","","","","Most Popular","","http://shopify.test/storage/1/images/1fb39970-fa83-11eb-bff9-176a80188638/16286727149462.png","","","ANSHU_091_S","","","","","","","","","Size","S, M, L, XL, XXL","1","0","S","","","","","","","","","",""
"381","variation","ANSHU_091_S","Geometric Indigo Handblock Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_091_S","","","","","","","","","Size","S","","0","","","","","","","","","","",""
"382","variation","ANSHU_091_M","Geometric Indigo Handblock Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_091_S","","","","","","","","","Size","M","","0","","","","","","","","","","",""
"383","variation","ANSHU_091_L","Geometric Indigo Handblock Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_091_S","","","","","","","","","Size","L","","0","","","","","","","","","","",""
"384","variation","ANSHU_091_XL","Geometric Indigo Handblock Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_091_S","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"385","variation","ANSHU_091_XXL","Geometric Indigo Handblock Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_091_S","","","","","","","","","Size","XXL","","0","","","","","","","","","","",""
"1fd24aa0-fa83-11eb-841e-39c9fb5a9c62","variable","ANSHU_027_S","Ikat Shirt Digital print","1","","visible","","<p><span style=""color: #444444;"">ï»¿For Sizing Chart click <a href=""https://Pinstitch.in/pages/size-chart"" target=""_blank"">here</a></span></p>
<p><span style=""color: #444444;""></span><span style=""color: #444444;"">Show your quirky side by wearing this uber comfortable cotton ikat shirt. Style it with denims or shorts for an easy going look.</span></p>
<p><span style=""color: #444444;"">Fabric: Cotton</span><br><span style=""color: #444444;"">Color: White</span><br><span style=""color: #444444;"">Fit: Casual / Regular</span><br><span style=""color: #444444;"">Sleeve: Half Sleeve</span><br><span style=""color: #444444;"">Collar: Regular</span><br><span style=""color: #444444;"">Pattern: Ikat</span><br><span style=""color: #444444;"">Buttons: Wooden</span>Â </p>
<p><strong>Know your Ikat</strong><br> <span style=""font-weight: 400;"">Ikat fabrics are popular for their rich colors and distinct beautiful designs.</span><br>Making an Ikat fabric is a labor intensive process as it involves hand weaving through narrow looms. This style of weaving uses a resist dyeing process that is similar to tie-n-dye.The difference is that in tie-n-dye the dying process is applied on the fabric, whereas in ikat, the dyeing process in done on the yarn itself. It uses the warp or the weft technique to weave a pattern or design. The craftsmen first ties bundles of tie-n-dye warp threads to the loom in a pattern that matches the planned fabric design. Then, he weaves the weft thread through, and the fabric design emerges. When both warp and weft are tie-dyed then it is called double Ikat and it requires great mastery and skill. The yarn bleed or the blurriness of the design is the identifying factor in an original Ikat.</p>","","","taxable","","1","","","","","150","","","","1","","","","","Most Popular","","http://shopify.test/storage/1/images/1fd24aa0-fa83-11eb-841e-39c9fb5a9c62/16286727141568.png","","","ANSHU_027_S","","","","","","","","","Size","S, M, L, XL, 2XL","1","0","S","","","","","","","","","",""
"386","variation","ANSHU_027_S","Ikat Shirt Digital print","1","","visible","","","","","taxable","parent","1","1002","","","","150","","","","","","799","1599","","","","","","","ANSHU_027_S","","","","","","","","","Size","S","","0","","","","","","","","","","",""
"387","variation","ANSHU_027_M","Ikat Shirt Digital print","1","","visible","","","","","taxable","parent","1","998","","","","150","","","","","","799","1599","","","","","","","ANSHU_027_S","","","","","","","","","Size","M","","0","","","","","","","","","","",""
"388","variation","ANSHU_027_L","Ikat Shirt Digital print","1","","visible","","","","","taxable","parent","1","998","","","","150","","","","","","799","1599","","","","","","","ANSHU_027_S","","","","","","","","","Size","L","","0","","","","","","","","","","",""
"389","variation","ANSHU_027_XL","Ikat Shirt Digital print","1","","visible","","","","","taxable","parent","1","997","","","","150","","","","","","799","1599","","","","","","","ANSHU_027_S","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"390","variation","ANSHU_027_XXL","Ikat Shirt Digital print","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_027_S","","","","","","","","","Size","2XL","","0","","","","","","","","","","",""
"1fe8bc00-fa83-11eb-ad6e-3ba2c0d28eab","variable","ANSHU_028_S","Purple Ikat Shirt","1","","visible","","<p><span style=""color: #444444;"">ï»¿For Sizing Chart click <a href=""https://Pinstitch.in/pages/size-chart"" target=""_blank"">here</a></span></p>
<p><span style=""color: #444444;"" mce-data-marked=""1"">This classic &amp; understated Ikat shirt is your go-to shirt for a relaxed and easy going look.Â </span></p>
<p><span style=""color: #444444;"">Fabric: Cotton</span><br><span style=""color: #444444;"">Color: White</span><br><span style=""color: #444444;"">Fit: Regular</span><br><span style=""color: #444444;"">Sleeve: Full Sleeve</span><br><span style=""color: #444444;"">Collar: Regular</span><br><span style=""color: #444444;"">Pattern: Ikat</span><br><span style=""color: #444444;"">Buttons: Wooden</span>Â </p>
<p><strong>Know your Ikat</strong><br> <span style=""font-weight: 400;"">Ikat fabrics are popular for their rich colors and distinct beautiful designs.</span><br>Making an Ikat fabric is a labor intensive process as it involves hand weaving through narrow looms. This style of weaving uses a resist dyeing process that is similar to tie-n-dye.The difference is that in tie-n-dye the dying process is applied on the fabric, whereas in ikat, the dyeing process in done on the yarn itself. It uses the warp or the weft technique to weave a pattern or design. The craftsmen first ties bundles of tie-n-dye warp threads to the loom in a pattern that matches the planned fabric design. Then, he weaves the weft thread through, and the fabric design emerges. When both warp and weft are tie-dyed then it is called double Ikat and it requires great mastery and skill. The yarn bleed or the blurriness of the design is the identifying factor in an original Ikat.</p>","","","taxable","","1","","","","","150","","","","1","","","","","Most Popular","","http://shopify.test/storage/1/images/1fe8bc00-fa83-11eb-ad6e-3ba2c0d28eab/16286727143175.png","","","ANSHU_028_S","","","","","","","","","Size","S, M, L, XL, 2XL","1","0","S","","","","","","","","","",""
"391","variation","ANSHU_028_S","Purple Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_028_S","","","","","","","","","Size","S","","0","","","","","","","","","","",""
"392","variation","ANSHU_028_M","Purple Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_028_S","","","","","","","","","Size","M","","0","","","","","","","","","","",""
"393","variation","ANSHU_028_L","Purple Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_028_S","","","","","","","","","Size","L","","0","","","","","","","","","","",""
"394","variation","ANSHU_028_XL","Purple Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_028_S","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"395","variation","ANSHU_028_XXL","Purple Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_028_S","","","","","","","","","Size","2XL","","0","","","","","","","","","","",""
"2000e030-fa83-11eb-ac59-8f36a3eed038","variable","ANSHU_033_S","Chocolaty Ikat Shirt","1","","visible","","<p><span style=""color: #444444;"">ï»¿For Sizing Chart click <a href=""https://Pinstitch.in/pages/size-chart"" target=""_blank"">here</a></span></p>
<p><span style=""color: #444444;"" mce-data-marked=""1"">This classic &amp; understated Ikat shirt is your go-to shirt for a relaxed and easy going look.Â </span></p>
<p><span style=""color: #444444;"">Fabric: Cotton</span><br><span style=""color: #444444;"">Color: White</span><br><span style=""color: #444444;"">Fit: Regular</span><br><span style=""color: #444444;"">Sleeve: Full Sleeve</span><br><span style=""color: #444444;"">Collar: Regular</span><br><span style=""color: #444444;"">Pattern: Ikat</span><br><span style=""color: #444444;"">Buttons: Wooden</span>Â </p>
<p><strong>Know your Ikat</strong><br> <span style=""font-weight: 400;"">Ikat fabrics are popular for their rich colors and distinct beautiful designs.</span><br>Making an Ikat fabric is a labor intensive process as it involves hand weaving through narrow looms. This style of weaving uses a resist dyeing process that is similar to tie-n-dye.The difference is that in tie-n-dye the dying process is applied on the fabric, whereas in ikat, the dyeing process in done on the yarn itself. It uses the warp or the weft technique to weave a pattern or design. The craftsmen first ties bundles of tie-n-dye warp threads to the loom in a pattern that matches the planned fabric design. Then, he weaves the weft thread through, and the fabric design emerges. When both warp and weft are tie-dyed then it is called double Ikat and it requires great mastery and skill. The yarn bleed or the blurriness of the design is the identifying factor in an original Ikat.</p>","","","taxable","","1","","","","","150","","","","1","","","","","Most Popular","","http://shopify.test/storage/1/images/2000e030-fa83-11eb-ac59-8f36a3eed038/16286727142807.png","","","ANSHU_033_S","","","","","","","","","Size","S, M, L, XL, 2XL","1","0","S","","","","","","","","","",""
"396","variation","ANSHU_033_S","Chocolaty Ikat Shirt","1","","visible","","","","","taxable","parent","1","997","","","","150","","","","","","799","1599","","","","","","","ANSHU_033_S","","","","","","","","","Size","S","","0","","","","","","","","","","",""
"397","variation","ANSHU_033_M","Chocolaty Ikat Shirt","1","","visible","","","","","taxable","parent","1","980","","","","150","","","","","","799","1599","","","","","","","ANSHU_033_S","","","","","","","","","Size","M","","0","","","","","","","","","","",""
"398","variation","ANSHU_033_L","Chocolaty Ikat Shirt","1","","visible","","","","","taxable","parent","1","982","","","","150","","","","","","799","1599","","","","","","","ANSHU_033_S","","","","","","","","","Size","L","","0","","","","","","","","","","",""
"399","variation","ANSHU_033_XL","Chocolaty Ikat Shirt","1","","visible","","","","","taxable","parent","1","985","","","","150","","","","","","799","1599","","","","","","","ANSHU_033_S","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"400","variation","ANSHU_033_XXL","Chocolaty Ikat Shirt","1","","visible","","","","","taxable","parent","1","994","","","","150","","","","","","799","1599","","","","","","","ANSHU_033_S","","","","","","","","","Size","2XL","","0","","","","","","","","","","",""
"2014d0a0-fa83-11eb-8307-4f4827d2108f","variable","ANSHU_036_S","Digital Print Ikat Shirt","1","","visible","","<p><span style=""color: #444444;"">ï»¿For Sizing Chart click <a href=""https://Pinstitch.in/pages/size-chart"" target=""_blank"">here</a></span></p>
<p><span style=""color: #444444;"" mce-data-marked=""1"">This classic &amp; understated Ikat shirt is your go-to shirt for a relaxed and easy going look.Â </span></p>
<p><span style=""color: #444444;"">Fabric: Cotton</span><br><span style=""color: #444444;"">Color: White</span><br><span style=""color: #444444;"">Fit: Regular</span><br><span style=""color: #444444;"">Sleeve: Full Sleeve</span><br><span style=""color: #444444;"">Collar: Regular</span><br><span style=""color: #444444;"">Pattern: Ikat</span><br><span style=""color: #444444;"">Buttons: Wooden</span>Â </p>
<p><strong>Know your Ikat</strong><br> <span style=""font-weight: 400;"">Ikat fabrics are popular for their rich colors and distinct beautiful designs.</span><br>Making an Ikat fabric is a labor intensive process as it involves hand weaving through narrow looms. This style of weaving uses a resist dyeing process that is similar to tie-n-dye.The difference is that in tie-n-dye the dying process is applied on the fabric, whereas in ikat, the dyeing process in done on the yarn itself. It uses the warp or the weft technique to weave a pattern or design. The craftsmen first ties bundles of tie-n-dye warp threads to the loom in a pattern that matches the planned fabric design. Then, he weaves the weft thread through, and the fabric design emerges. When both warp and weft are tie-dyed then it is called double Ikat and it requires great mastery and skill. The yarn bleed or the blurriness of the design is the identifying factor in an original Ikat.</p>","","","taxable","","1","","","","","150","","","","1","","","","","Most Popular","","http://shopify.test/storage/1/images/2014d0a0-fa83-11eb-8307-4f4827d2108f/16286727155604.png","","","ANSHU_036_S","","","","","","","","","Size","S, M, L, XL, 2XL","1","0","S","","","","","","","","","",""
"401","variation","ANSHU_036_S","Digital Print Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_036_S","","","","","","","","","Size","S","","0","","","","","","","","","","",""
"402","variation","ANSHU_036_M","Digital Print Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_036_S","","","","","","","","","Size","M","","0","","","","","","","","","","",""
"403","variation","ANSHU_036_L","Digital Print Ikat Shirt","1","","visible","","","","","taxable","parent","1","998","","","","150","","","","","","799","1599","","","","","","","ANSHU_036_S","","","","","","","","","Size","L","","0","","","","","","","","","","",""
"404","variation","ANSHU_036_XL","Digital Print Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_036_S","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"405","variation","ANSHU_036_XXL","Digital Print Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_036_S","","","","","","","","","Size","2XL","","0","","","","","","","","","","",""
"202eba70-fa83-11eb-91b8-4bccc8c547e4","variable","ANSHU_039_S","Grey Ikat Shirt","1","","visible","","<p><span style=""color: #444444;"">ï»¿For Sizing Chart click <a href=""https://Pinstitch.in/pages/size-chart"" target=""_blank"">here</a></span></p>
<p><span style=""color: #444444;"" mce-data-marked=""1"">This classic &amp; understated Ikat shirt is your go-to shirt for a relaxed and easy going look.Â </span></p>
<p><span style=""color: #444444;"">Fabric: Cotton</span><br><span style=""color: #444444;"">Color: White</span><br><span style=""color: #444444;"">Fit: Regular</span><br><span style=""color: #444444;"">Sleeve: Full Sleeve</span><br><span style=""color: #444444;"">Collar: Regular</span><br><span style=""color: #444444;"">Pattern: Ikat</span><br><span style=""color: #444444;"">Buttons: Wooden</span>Â </p>
<p><strong>Know your Ikat</strong><br> <span style=""font-weight: 400;"">Ikat fabrics are popular for their rich colors and distinct beautiful designs.</span><br>Making an Ikat fabric is a labor intensive process as it involves hand weaving through narrow looms. This style of weaving uses a resist dyeing process that is similar to tie-n-dye.The difference is that in tie-n-dye the dying process is applied on the fabric, whereas in ikat, the dyeing process in done on the yarn itself. It uses the warp or the weft technique to weave a pattern or design. The craftsmen first ties bundles of tie-n-dye warp threads to the loom in a pattern that matches the planned fabric design. Then, he weaves the weft thread through, and the fabric design emerges. When both warp and weft are tie-dyed then it is called double Ikat and it requires great mastery and skill. The yarn bleed or the blurriness of the design is the identifying factor in an original Ikat.</p>","","","taxable","","1","","","","","150","","","","1","","","","","Most Popular","","http://shopify.test/storage/1/images/202eba70-fa83-11eb-91b8-4bccc8c547e4/16286727155752.png","","","ANSHU_039_S","","","","","","","","","Size","S, M, L, XL, 2XL","1","0","S","","","","","","","","","",""
"406","variation","ANSHU_039_S","Grey Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_039_S","","","","","","","","","Size","S","","0","","","","","","","","","","",""
"407","variation","ANSHU_039_M","Grey Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_039_S","","","","","","","","","Size","M","","0","","","","","","","","","","",""
"408","variation","ANSHU_039_L","Grey Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_039_S","","","","","","","","","Size","L","","0","","","","","","","","","","",""
"409","variation","ANSHU_039_XL","Grey Ikat Shirt","1","","visible","","","","","taxable","parent","1","999","","","","150","","","","","","799","1599","","","","","","","ANSHU_039_S","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"410","variation","ANSHU_039_XXL","Grey Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_039_S","","","","","","","","","Size","2XL","","0","","","","","","","","","","",""
"2048bdc0-fa83-11eb-90e8-2b3a410043b2","variable","ANSHU_046_S","Digital Print Ikat Shirt","1","","visible","","<p><span style=""color: #444444;"">ï»¿For Sizing Chart click <a href=""https://Pinstitch.in/pages/size-chart"" target=""_blank"">here</a></span></p>
<p><span style=""color: #444444;"" mce-data-marked=""1"">This classic &amp; understated Ikat shirt is your go-to shirt for a relaxed and easy going look.Â </span></p>
<p><span style=""color: #444444;"">Fabric: Cotton</span><br><span style=""color: #444444;"">Color: White</span><br><span style=""color: #444444;"">Fit: Regular</span><br><span style=""color: #444444;"">Sleeve: Full Sleeve</span><br><span style=""color: #444444;"">Collar: Regular</span><br><span style=""color: #444444;"">Pattern: Ikat</span><br><span style=""color: #444444;"">Buttons: Wooden</span>Â </p>
<p><strong>Know your Ikat</strong><br> <span style=""font-weight: 400;"">Ikat fabrics are popular for their rich colors and distinct beautiful designs.</span><br>Making an Ikat fabric is a labor intensive process as it involves hand weaving through narrow looms. This style of weaving uses a resist dyeing process that is similar to tie-n-dye.The difference is that in tie-n-dye the dying process is applied on the fabric, whereas in ikat, the dyeing process in done on the yarn itself. It uses the warp or the weft technique to weave a pattern or design. The craftsmen first ties bundles of tie-n-dye warp threads to the loom in a pattern that matches the planned fabric design. Then, he weaves the weft thread through, and the fabric design emerges. When both warp and weft are tie-dyed then it is called double Ikat and it requires great mastery and skill. The yarn bleed or the blurriness of the design is the identifying factor in an original Ikat.</p>","","","taxable","","1","","","","","150","","","","1","","","","","Most Popular","","http://shopify.test/storage/1/images/2048bdc0-fa83-11eb-90e8-2b3a410043b2/16286727152644.png","","","ANSHU_046_S","","","","","","","","","Size","S, M, L, XL, 2XL","1","0","S","","","","","","","","","",""
"411","variation","ANSHU_046_S","Digital Print Ikat Shirt","1","","visible","","","","","taxable","parent","1","992","","","","150","","","","","","799","1599","","","","","","","ANSHU_046_S","","","","","","","","","Size","S","","0","","","","","","","","","","",""
"412","variation","ANSHU_046_M","Digital Print Ikat Shirt","1","","visible","","","","","taxable","parent","1","996","","","","150","","","","","","799","1599","","","","","","","ANSHU_046_S","","","","","","","","","Size","M","","0","","","","","","","","","","",""
"413","variation","ANSHU_046_L","Digital Print Ikat Shirt","1","","visible","","","","","taxable","parent","1","993","","","","150","","","","","","799","1599","","","","","","","ANSHU_046_S","","","","","","","","","Size","L","","0","","","","","","","","","","",""
"414","variation","ANSHU_046_XL","Digital Print Ikat Shirt","1","","visible","","","","","taxable","parent","1","999","","","","150","","","","","","799","1599","","","","","","","ANSHU_046_S","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"415","variation","ANSHU_046_XXL","Digital Print Ikat Shirt","1","","visible","","","","","taxable","parent","1","995","","","","150","","","","","","799","1599","","","","","","","ANSHU_046_S","","","","","","","","","Size","2XL","","0","","","","","","","","","","",""
"205cf8c0-fa83-11eb-9afa-43579a582b67","variable","ANSHU_057_S","Multi Colour Ikat Shirt","1","","visible","","<p><span style=""color: #444444;"">ï»¿For Sizing Chart click <a href=""https://Pinstitch.in/pages/size-chart"" target=""_blank"">here</a></span></p>
<p><span style=""color: #444444;"" mce-data-marked=""1"">This classic &amp; understated Ikat shirt is your go-to shirt for a relaxed and easy going look.Â </span></p>
<p><span style=""color: #444444;"">Fabric: Cotton</span><br><span style=""color: #444444;"">Color: White</span><br><span style=""color: #444444;"">Fit: Regular</span><br><span style=""color: #444444;"">Sleeve: Full Sleeve</span><br><span style=""color: #444444;"">Collar: Regular</span><br><span style=""color: #444444;"">Pattern: Ikat</span><br><span style=""color: #444444;"">Buttons: Wooden</span>Â </p>
<p><strong>Know your Ikat</strong><br> <span style=""font-weight: 400;"">Ikat fabrics are popular for their rich colors and distinct beautiful designs.</span><br>Making an Ikat fabric is a labor intensive process as it involves hand weaving through narrow looms. This style of weaving uses a resist dyeing process that is similar to tie-n-dye.The difference is that in tie-n-dye the dying process is applied on the fabric, whereas in ikat, the dyeing process in done on the yarn itself. It uses the warp or the weft technique to weave a pattern or design. The craftsmen first ties bundles of tie-n-dye warp threads to the loom in a pattern that matches the planned fabric design. Then, he weaves the weft thread through, and the fabric design emerges. When both warp and weft are tie-dyed then it is called double Ikat and it requires great mastery and skill. The yarn bleed or the blurriness of the design is the identifying factor in an original Ikat.</p>","","","taxable","","1","","","","","150","","","","1","","","","","Most Popular","","http://shopify.test/storage/1/images/205cf8c0-fa83-11eb-9afa-43579a582b67/16286727159027.png","","","ANSHU_057_S","","","","","","","","","Size","S, M, L, XL, 2XL","1","0","S","","","","","","","","","",""
"416","variation","ANSHU_057_S","Multi Colour Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_057_S","","","","","","","","","Size","S","","0","","","","","","","","","","",""
"417","variation","ANSHU_057_M","Multi Colour Ikat Shirt","1","","visible","","","","","taxable","parent","1","999","","","","150","","","","","","799","1599","","","","","","","ANSHU_057_S","","","","","","","","","Size","M","","0","","","","","","","","","","",""
"418","variation","ANSHU_057_L","Multi Colour Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_057_S","","","","","","","","","Size","L","","0","","","","","","","","","","",""
"419","variation","ANSHU_057_XL","Multi Colour Ikat Shirt","1","","visible","","","","","taxable","parent","1","1000","","","","150","","","","","","799","1599","","","","","","","ANSHU_057_S","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"420","variation","ANSHU_057_XXL","Multi Colour Ikat Shirt","1","","visible","","","","","taxable","parent","1","998","","","","150","","","","","","799","1599","","","","","","","ANSHU_057_S","","","","","","","","","Size","2XL","","0","","","","","","","","","","",""
