"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Low stock amount","Backorders allowed?","Sold individually?","Weight (g)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position","Minimum Quantity","Maximum Quantity","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default"
"1804","variation","tz62","Men Blue Slim Fit Solid Casual Shirt","1","","visible","","","","","taxable","parent","1","","","","","450","","","","","","199","0","","","","","","","tz62","","","","","","","","","Size","4XL","","0","","","","","","","","","","",""
"866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612","variable","TZ61","Men Blue Slim Fit Solid Casual Shirt","1","","visible","","<div data-mce-fragment=""1"">
<h4 class=""pdp-product-description-title"" data-mce-fragment=""1"">PRODUCT DETAILS<span data-mce-fragment=""1"">Â </span><span class=""myntraweb-sprite pdp-productDetailsIcon sprites-productDetailsIcon"" data-mce-fragment=""1""></span>
</h4>
<p class=""pdp-product-description-content"" data-mce-fragment=""1"">Blue solid casual shirt, has a spread collar, long sleeves, curved hem, 1 pocket</p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Size &amp; Fit</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Slim fit<br data-mce-fragment=""1"">The model (height 6') is wearing a size 40</p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Material &amp; Care</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">100% cotton<br data-mce-fragment=""1"">Machine-wash</p>
</div>
<div class=""index-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""index-sizeFitDescTitle index-product-description-title"" data-mce-fragment=""1"">Specifications</h4>
<div class=""index-tableContainer"" data-mce-fragment=""1"">
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Sleeve Length</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Long Sleeves</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Collar</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Spread Collar</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Fit</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Slim Fit</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Print or Pattern Type</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Solid</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Occasion</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Casual</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Length</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Regular</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Hemline</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Curved</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Placket</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Button Placket</div>
</div>
</div>
</div>","","","taxable","","1","","","","","450","","","","1","","","","New shirts","shirts","","http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297501900.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297524711.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297533060.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297548712.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297562347.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297573143.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297588789.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297619366.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297622066.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297648063.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297663238.png, http://shopify.test/storage/1/images/866b4cd0-fb3e-11eb-bdb8-2b4a3b27d612/16288297665682.png","","","TZ61","","","","","","","","","Size","S, M, L, XL, XXL, 3XL, 4XL","1","0","S","","","","","","","","","",""
"1805","variation","TZ61","Men Blue Slim Fit Solid Casual Shirt","1","","visible","","","","","taxable","parent","1","","","","","450","","","","","","199","0","","","","","","","TZ61","","","","","","","","","Size","S","","0","","","","","","","","","","",""
"1806","variation","TZ61","Men Blue Slim Fit Solid Casual Shirt","1","","visible","","","","","taxable","parent","1","","","","","450","","","","","","199","0","","","","","","","TZ61","","","","","","","","","Size","M","","0","","","","","","","","","","",""
"1807","variation","TZ61","Men Blue Slim Fit Solid Casual Shirt","1","","visible","","","","","taxable","parent","1","","","","","450","","","","","","199","0","","","","","","","TZ61","","","","","","","","","Size","L","","0","","","","","","","","","","",""
"1808","variation","TZ61","Men Blue Slim Fit Solid Casual Shirt","1","","visible","","","","","taxable","parent","1","","","","","450","","","","","","199","0","","","","","","","TZ61","","","","","","","","","Size","XL","","0","","","","","","","","","","",""
"1809","variation","TZ61","Men Blue Slim Fit Solid Casual Shirt","1","","visible","","","","","taxable","parent","1","","","","","450","","","","","","199","0","","","","","","","TZ61","","","","","","","","","Size","XXL","","0","","","","","","","","","","",""
"1810","variation","TZ61","Men Blue Slim Fit Solid Casual Shirt","1","","visible","","","","","taxable","parent","1","","","","","450","","","","","","199","0","","","","","","","TZ61","","","","","","","","","Size","3XL","","0","","","","","","","","","","",""
"1811","variation","TZ61","Men Blue Slim Fit Solid Casual Shirt","1","","visible","","","","","taxable","parent","1","","","","","450","","","","","","199","0","","","","","","","TZ61","","","","","","","","","Size","4XL","","0","","","","","","","","","","",""
"86a07340-fb3e-11eb-99d4-6980befcd77e","simple","tz60","Grey Stone Dust Artistic & Beautiful Showpiece","1","","visible","","<div data-mce-fragment=""1"">
<h4 class=""pdp-product-description-title"" data-mce-fragment=""1"">PRODUCT DETAILS<span data-mce-fragment=""1"">Â </span><span class=""myntraweb-sprite pdp-productDetailsIcon sprites-productDetailsIcon"" data-mce-fragment=""1""></span>
</h4>
<p class=""pdp-product-description-content"" data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Set content: 1 showpiece<br data-mce-fragment=""1"">Colour: Grey<br data-mce-fragment=""1"">Material: Stone dust<br data-mce-fragment=""1"">Shape: Artistic statue<br data-mce-fragment=""1"">Size: Medium</p>
<p data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Size &amp; Fit</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Dimensions: 15 cm x 5 cm x 21 cm (width x depth x height)</p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Material &amp; Care</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Stone Dust<br data-mce-fragment=""1"">Wipe with a clean, dry cloth when needed</p>
<p data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
</div>
<div class=""index-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""index-sizeFitDescTitle index-product-description-title"" data-mce-fragment=""1"">Specifications</h4>
<div class=""index-tableContainer"" data-mce-fragment=""1"">
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Height</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">9 to 15 inches</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Size</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Medium</div>
</div>
</div>
</div>","","","taxable","","1","","","","","450","","","","1","","199","309","","home decor","","http://shopify.test/storage/1/images/86a07340-fb3e-11eb-99d4-6980befcd77e/16288297675343.png, http://shopify.test/storage/1/images/86a07340-fb3e-11eb-99d4-6980befcd77e/16288297684198.png, http://shopify.test/storage/1/images/86a07340-fb3e-11eb-99d4-6980befcd77e/16288297698336.png, http://shopify.test/storage/1/images/86a07340-fb3e-11eb-99d4-6980befcd77e/16288297707065.png","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86ac7e10-fb3e-11eb-bcd2-27639d0c46a7","simple","tz58","Brown Brass Antique Flying Angel Horse-Shaped Showpiece","1","","visible","","<div data-mce-fragment=""1"">
<h4 class=""pdp-product-description-title"" data-mce-fragment=""1"">PRODUCT DETAILS<span data-mce-fragment=""1"">Â </span><span class=""myntraweb-sprite pdp-productDetailsIcon sprites-productDetailsIcon"" data-mce-fragment=""1""></span>
</h4>
<p class=""pdp-product-description-content"" data-mce-fragment=""1"">Colour: Brown<br data-mce-fragment=""1"">Size: Small<br data-mce-fragment=""1"">Pattern: Handcrafted<br data-mce-fragment=""1"">Shape: Antique flying angel horse-shaped<br data-mce-fragment=""1""></p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Size &amp; Fit</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Dimensions: 12 cm x 15 cm x 10 cm</p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Material &amp; Care</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Brass<br data-mce-fragment=""1"">Wipe with a clean, dry cloth when needed</p>
</div>
<div class=""index-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""index-sizeFitDescTitle index-product-description-title"" data-mce-fragment=""1"">Specifications</h4>
<div class=""index-tableContainer"" data-mce-fragment=""1"">
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Material</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Brass</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Theme</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Birds and Animals</div>
</div>
</div>
</div>","","","taxable","","1","","","","","450","","","","1","","225","345","","home decor","","http://shopify.test/storage/1/images/86ac7e10-fb3e-11eb-bcd2-27639d0c46a7/16288297706495.png, http://shopify.test/storage/1/images/86ac7e10-fb3e-11eb-bcd2-27639d0c46a7/16288297718759.png","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86b42e30-fb3e-11eb-92d1-5324dc7d1232","simple","tz57","Black Set of 4 Decorative Apple MDF Basic Wall Shelf","1","","visible","","<div data-mce-fragment=""1"">
<h4 class=""pdp-product-description-title"" data-mce-fragment=""1"">PRODUCT DETAILS<span data-mce-fragment=""1"">Â </span><span class=""myntraweb-sprite pdp-productDetailsIcon sprites-productDetailsIcon"" data-mce-fragment=""1""></span>
</h4>
<p class=""pdp-product-description-content"" data-mce-fragment=""1"">Set content: 4 Basic Wall Shelf<br data-mce-fragment=""1"">Colour: Black<br data-mce-fragment=""1"">Material: MDF</p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Size &amp; Fit</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Height:<br data-mce-fragment=""1"">Width:<br data-mce-fragment=""1"">Depth:</p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Material &amp; Care</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">MDF<br data-mce-fragment=""1"">Wipe with a clean, dry cloth to remove dust</p>
</div>","","","taxable","","1","","","","","450","","","","1","","245","349","","home decor","","http://shopify.test/storage/1/images/86b42e30-fb3e-11eb-92d1-5324dc7d1232/16288297711182.png, http://shopify.test/storage/1/images/86b42e30-fb3e-11eb-92d1-5324dc7d1232/16288297732266.png, http://shopify.test/storage/1/images/86b42e30-fb3e-11eb-92d1-5324dc7d1232/16288297741007.png, http://shopify.test/storage/1/images/86b42e30-fb3e-11eb-92d1-5324dc7d1232/16288297757378.png","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86bee890-fb3e-11eb-a67c-e95132b020e0","simple","tz59","Brown Metal Basic Wall Shelf","1","","visible","","<div data-mce-fragment=""1"">
<h4 class=""pdp-product-description-title"" data-mce-fragment=""1"">PRODUCT DETAILS<span data-mce-fragment=""1"">Â </span><span class=""myntraweb-sprite pdp-productDetailsIcon sprites-productDetailsIcon"" data-mce-fragment=""1""></span>
</h4>
<p class=""pdp-product-description-content"" data-mce-fragment=""1"">Set content: 2 Basic Wall Shelf<br data-mce-fragment=""1"">Colour: Brown<br data-mce-fragment=""1"">Material: Metal</p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Size &amp; Fit</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">For Large Racks-<br data-mce-fragment=""1"">Height:20 cm<br data-mce-fragment=""1"">Width:40 cm<br data-mce-fragment=""1"">Depth:15 cm<br data-mce-fragment=""1""><br data-mce-fragment=""1"">For small racks-<br data-mce-fragment=""1"">Height:17 cm<br data-mce-fragment=""1"">Width:35 cm<br data-mce-fragment=""1"">Depth:12 cm<br data-mce-fragment=""1""></p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Material &amp; Care</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Metal<br data-mce-fragment=""1"">Wipe with a clean, dry cloth to remove dust</p>
</div>","","","taxable","","1","","","","","450","","","","1","","299","409","","home decor","","http://shopify.test/storage/1/images/86bee890-fb3e-11eb-a67c-e95132b020e0/16288297753327.png, http://shopify.test/storage/1/images/86bee890-fb3e-11eb-a67c-e95132b020e0/16288297773469.png, http://shopify.test/storage/1/images/86bee890-fb3e-11eb-a67c-e95132b020e0/16288297784291.png, http://shopify.test/storage/1/images/86bee890-fb3e-11eb-a67c-e95132b020e0/16288297798545.png, http://shopify.test/storage/1/images/86bee890-fb3e-11eb-a67c-e95132b020e0/16288297827467.png, http://shopify.test/storage/1/images/86bee890-fb3e-11eb-a67c-e95132b020e0/16288297822591.png, http://shopify.test/storage/1/images/86bee890-fb3e-11eb-a67c-e95132b020e0/16288297839510.png, http://shopify.test/storage/1/images/86bee890-fb3e-11eb-a67c-e95132b020e0/16288297831328.png","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86cb7650-fb3e-11eb-9249-b3f5bd42bb17","simple","tz56","Brown Wall Rack","1","","visible","","<div data-mce-fragment=""1"">
<h4 class=""pdp-product-description-title"" data-mce-fragment=""1"">PRODUCT DETAILS<span data-mce-fragment=""1"">Â </span><span class=""myntraweb-sprite pdp-productDetailsIcon sprites-productDetailsIcon"" data-mce-fragment=""1""></span>
</h4>
<p class=""pdp-product-description-content"" data-mce-fragment=""1"">Colour: Brown<br data-mce-fragment=""1"">Type: Wall rack</p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Size &amp; Fit</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Big : 10 X 10 X 40 (Height x Width x Depth in cm)</p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Material &amp; Care</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Engineered wood<br data-mce-fragment=""1"">Wipe with a clean, dry cloth when needed</p>
</div>
<div class=""index-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""index-sizeFitDescTitle index-product-description-title"" data-mce-fragment=""1"">Specifications</h4>
<div class=""index-tableContainer"" data-mce-fragment=""1"">
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Material</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Wood</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Type</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Basic Wall Shelf</div>
</div>
</div>
</div>","","","taxable","","1","","","","","450","","","","1","","249","333","","home decor","","http://shopify.test/storage/1/images/86cb7650-fb3e-11eb-9249-b3f5bd42bb17/16288297848403.png, http://shopify.test/storage/1/images/86cb7650-fb3e-11eb-9249-b3f5bd42bb17/16288297851322.png","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86d191a0-fb3e-11eb-847c-23cadef54afd","simple","tz55","Brown Stone Brick Wallpaper","1","","visible","","<h4 class=""pdp-product-description-title"" data-mce-fragment=""1"">PRODUCT DETAILS<span data-mce-fragment=""1"">Â </span><span class=""myntraweb-sprite pdp-productDetailsIcon sprites-productDetailsIcon"" data-mce-fragment=""1""></span>
</h4>
<p class=""pdp-product-description-content"" data-mce-fragment=""1"">Type: Wall paper<br data-mce-fragment=""1""><br data-mce-fragment=""1""><b data-mce-fragment=""1"">Features:</b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Eco-Friendly, Removable, Durable, Pressure Resistance, Shock Resistance, Moisture Resistance, waterproof and durable material It can be applied to any smooth, clean and dry surface of walls, tiles, glass, furniture, etc.,</li>
<li data-mce-fragment=""1"">NOT suitable for the dirty or rough surface.</li>
<li data-mce-fragment=""1"">Removable and creative. No transfer film needed, simply peel and stick.</li>
<li data-mce-fragment=""1"">looks real wood grain, 3D visual effect, warm color.</li>
<li data-mce-fragment=""1"">Multi-volumes can be perfectly stitched without the difference.</li>
<li data-mce-fragment=""1"">Thickened, quality upgraded, strong coverage, made of PVC material, waterproof, oil-proof, anti-fouling, easy to clean, environmentally friendly, multi-purpose.</li>
</ul>
<p data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>","","","taxable","","1","","","","","450","","","","1","","299","399","","home decor","","http://shopify.test/storage/1/images/86d191a0-fb3e-11eb-847c-23cadef54afd/16288297857527.png, http://shopify.test/storage/1/images/86d191a0-fb3e-11eb-847c-23cadef54afd/16288297873303.png, http://shopify.test/storage/1/images/86d191a0-fb3e-11eb-847c-23cadef54afd/16288297881726.png, http://shopify.test/storage/1/images/86d191a0-fb3e-11eb-847c-23cadef54afd/16288297896308.png, http://shopify.test/storage/1/images/86d191a0-fb3e-11eb-847c-23cadef54afd/16288297916703.png, http://shopify.test/storage/1/images/86d191a0-fb3e-11eb-847c-23cadef54afd/16288297927723.png","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86e0e7c0-fb3e-11eb-ab74-6d19e0f5763f","simple","tz54","Green & Yellow Handcrafted Dancing Peacock with LED Light Wall Hanging","1","","visible","","<div data-mce-fragment=""1"">
<h4 class=""pdp-product-description-title"" data-mce-fragment=""1"">PRODUCT DETAILS<span data-mce-fragment=""1"">Â </span><span class=""myntraweb-sprite pdp-productDetailsIcon sprites-productDetailsIcon"" data-mce-fragment=""1""></span>
</h4>
<p class=""pdp-product-description-content"" data-mce-fragment=""1"">Set content: One showpiece<br data-mce-fragment=""1"">Colour: Green, yellow and blue<br data-mce-fragment=""1"">Size: Extra Large<br data-mce-fragment=""1"">Pattern: Handcrafted<br data-mce-fragment=""1"">Type: Dancing Peacock with LED Light Wall Hanging Showpiece<br data-mce-fragment=""1"">Material: Wrought iron</p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Size &amp; Fit</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Dimensions: 80 cm x 35 cm x 5 cm (Height x Width x Depth)</p>
<p data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Material &amp; Care</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Wrought Iron<br data-mce-fragment=""1"">Don't wash, use dry/wet cotton cloth to remove dirt.</p>
<p data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
</div>","","","taxable","","1","","","","","450","","","","1","","199","299","","hone decor","","http://shopify.test/storage/1/images/86e0e7c0-fb3e-11eb-ab74-6d19e0f5763f/16288297935664.png, http://shopify.test/storage/1/images/86e0e7c0-fb3e-11eb-ab74-6d19e0f5763f/16288297944994.png, http://shopify.test/storage/1/images/86e0e7c0-fb3e-11eb-ab74-6d19e0f5763f/16288297954956.png, http://shopify.test/storage/1/images/86e0e7c0-fb3e-11eb-ab74-6d19e0f5763f/16288297959607.png, http://shopify.test/storage/1/images/86e0e7c0-fb3e-11eb-ab74-6d19e0f5763f/16288297966657.png, http://shopify.test/storage/1/images/86e0e7c0-fb3e-11eb-ab74-6d19e0f5763f/16288297966136.png, http://shopify.test/storage/1/images/86e0e7c0-fb3e-11eb-ab74-6d19e0f5763f/16288297974367.png, http://shopify.test/storage/1/images/86e0e7c0-fb3e-11eb-ab74-6d19e0f5763f/16288297989643.png","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86ebede0-fb3e-11eb-8b23-cb43400da5e5","simple","tz53","Unisex Green & Gold-Toned Love Theme Tribal Art Handcrafted 5 Hooks Iron Key Holder","1","","visible","","<div data-mce-fragment=""1"">
<h4 class=""pdp-product-description-title"" data-mce-fragment=""1"">PRODUCT DETAILS<span data-mce-fragment=""1"">Â </span><span class=""myntraweb-sprite pdp-productDetailsIcon sprites-productDetailsIcon"" data-mce-fragment=""1""></span>
</h4>
<p class=""pdp-product-description-content"" data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Set content: 1 Key Holder<br data-mce-fragment=""1"">Colour: Green, gold-toned and red<br data-mce-fragment=""1"">Pattern: Love Theme Colorful Tribal Art<br data-mce-fragment=""1"">Number of hooks: 5<br data-mce-fragment=""1"">Material: Iron<br data-mce-fragment=""1"">Features: Handcrafted</p>
<p data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Size &amp; Fit</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Dimesions: 20 cm x 28 cm x 2.5 cm (Height x Width x Depth)</p>
<p data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
</div>
<div class=""pdp-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""pdp-sizeFitDescTitle pdp-product-description-title"" data-mce-fragment=""1"">Material &amp; Care</h4>
<p class=""pdp-sizeFitDescContent pdp-product-description-content"" data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Iron<br data-mce-fragment=""1"">Don't wash, use dry/wet cotton cloth to remove dirt</p>
<p data-mce-fragment=""1"">Â <br data-mce-fragment=""1""></p>
</div>
<div class=""index-sizeFitDesc"" data-mce-fragment=""1"">
<h4 class=""index-sizeFitDescTitle index-product-description-title"" data-mce-fragment=""1"">Specifications</h4>
<div class=""index-tableContainer"" data-mce-fragment=""1"">
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Material</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">Metal</div>
</div>
<div class=""index-row"" data-mce-fragment=""1"">
<div class=""index-rowKey"" data-mce-fragment=""1"">Number of Hooks</div>
<div class=""index-rowValue"" data-mce-fragment=""1"">4 to 6</div>
</div>
</div>
</div>","","","taxable","","1","","","","","450","","","","1","","199","295","","home decor","","http://shopify.test/storage/1/images/86ebede0-fb3e-11eb-8b23-cb43400da5e5/16288298027672.png, http://shopify.test/storage/1/images/86ebede0-fb3e-11eb-8b23-cb43400da5e5/16288298021278.png, http://shopify.test/storage/1/images/86ebede0-fb3e-11eb-8b23-cb43400da5e5/16288298038819.png, http://shopify.test/storage/1/images/86ebede0-fb3e-11eb-8b23-cb43400da5e5/16288298054781.png, http://shopify.test/storage/1/images/86ebede0-fb3e-11eb-8b23-cb43400da5e5/16288298058604.png, http://shopify.test/storage/1/images/86ebede0-fb3e-11eb-8b23-cb43400da5e5/16288298062671.png, http://shopify.test/storage/1/images/86ebede0-fb3e-11eb-8b23-cb43400da5e5/16288298078345.png, http://shopify.test/storage/1/images/86ebede0-fb3e-11eb-8b23-cb43400da5e5/16288297988867.png, http://shopify.test/storage/1/images/86ebede0-fb3e-11eb-8b23-cb43400da5e5/16288298004746.png, http://shopify.test/storage/1/images/86ebede0-fb3e-11eb-8b23-cb43400da5e5/16288298016372.png","","","","","","","","","","","","","","","","","","","","","","","","","",""
